"transect","point","plantid","stemid","habitat","sex","plant","stem","site09","site10","site11","br09","br10","br11","tbd09","tbd10","tbd11","gr09","gr10","tbd09.sd","tbd10.sd","tbd11.sd","gr09.sd","gr10.sd","repro09","repro10","repro11","borer1.09","borer2.09","borer1.10","borer2.10","borer1.11","borer2.11","tbd1.mean","tbd1.sd","tbd2.mean","tbd2.sd","rgr.mean","rgr.sd"
"FORSYTH.E",53,140,"573.3280",0,1,7,54,0,1,0,0,1,0,NA,12.0069112320624,NA,0.102875508244143,NA,NA,-0.726746142596676,NA,-0.604236715821948,NA,0,0,NA,NA,NA,0,0,NA,NA,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
"FORSYTH.E",53,140,"573.573",0,1,7,55,1,1,0,1,1,0,27.2571028776483,29.5979005726801,NA,0.0823892890111062,NA,-0.136104621793842,-0.0454452817267607,NA,-0.984564610870245,NA,1,0,NA,0,1,1,1,NA,NA,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
"FORSYTH.E",53,140,"574",0,1,7,56,1,1,0,1,1,0,18.6685262194232,21.4089344459013,NA,0.136969316368933,NA,-0.468741095933766,-0.362604798100674,NA,0.0287168873187985,NA,0,0,NA,1,0,1,1,NA,NA,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
"FORSYTH.E",53,140,"575",0,1,7,57,1,1,1,1,1,1,17.593875875126,19.579838584403,22.1539208171443,0.106949513315753,0.123514099720456,-0.510362416402265,-0.433445872523647,-0.333751397860572,-0.528602566071029,-0.221080020891645,0,0,0,0,0,0,0,0,0,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
"FORSYTH.E",53,140,"576",0,1,7,58,1,1,1,1,1,1,27.2871626396251,29.1970801905737,31.0494612203308,0.0676523521851036,0.0615127454256585,-0.134940404061924,-0.0609690971356381,0.0107738142945089,-1.25815673144341,-1.37213890105129,0,0,0,1,1,0,1,0,1,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
"FORSYTH.E",55,139,"578",0,0,8,59,1,1,1,2,2,2,43.9678346712141,48.1362357172295,52.7274820355844,0.0905768984214115,0.0911015655674872,0.511103772019149,0.672546381420539,0.85036583253796,-0.832561148587788,-0.822820671391968,1,1,0,0,1,1,1,1,1,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
"FORSYTH.E",55,139,"579",0,0,8,60,1,1,1,1,1,1,20.3393764901962,22.581494146491,26.1925946076095,0.104571991982914,0.148345994482388,-0.404028889825271,-0.317191438001106,-0.177333138663329,-0.572741392941197,0.239925602324392,0,0,0,0,0,1,1,0,1,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
"FORSYTH.E",55,139,"580",0,0,8,61,1,1,1,1,1,1,22.5902161092379,24.3867311185158,26.8797476960595,0.0765222807416861,0.0973339515390839,-0.316853635469771,-0.247274420868091,-0.150719627527293,-1.09348597307753,-0.707116050117418,0,1,1,0,0,0,0,0,0,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
"FORSYTH.E",55,139,"581.581",0,0,8,62,1,1,0,1,1,0,24.7517979182454,27.1304065091217,NA,0.0917569807702603,NA,-0.233135345451989,-0.141011585425897,NA,-0.810652848641571,NA,0,0,NA,1,1,1,1,NA,NA,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
"FORSYTH.E",55,139,"582",0,0,8,63,1,1,1,1,1,1,27.0655804876924,28.6359848899876,29.9122975160947,0.0564013119466313,0.0436055441286767,-0.143522304030256,-0.0827003769356146,-0.0332686551564374,-1.46703297172602,-1.70458717264375,0,1,0,1,1,1,1,1,1,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
